unitNo,zscores,condition,regionname,prevStimName,stimName,similarityToPrevStim,similarityCondition
3,0.304303941932453,primed,AM,manmade_food_9.jpg,manmade_food_2,0.740771717286692,PrimedMidSimilarity
3,4.80206464464139,primed,AM,manmade_food_9.jpg,manmade_food_2,0.740771717286692,PrimedLowSimilarity
3,2.55318429328692,primed,AM,manmade_food_6.jpg,manmade_food_2,0.726354191726214,PrimedHighSimilarity
3,4.05243786085657,primed,AM,manmade_food_7.jpg,manmade_food_2,0.741327386495057,PrimedLowSimilarity
3,1.05393072571728,primed,AM,manmade_food_10.jpg,manmade_food_2,0.691122689066305,PrimedHighSimilarity
3,3.30281107707175,control,AM,instruments_8.jpg,manmade_food_2,0.941958478303983,ControlMidSimilarity
3,4.80206464464139,control,AM,instruments_2.jpg,manmade_food_2,0.934755224628005,ControlHighSimilarity
3,4.05243786085657,control,AM,clothes_8.jpg,manmade_food_2,0.904072146303306,ControlHighSimilarity
3,4.80206464464139,control,AM,instruments_7.jpg,manmade_food_2,0.945089390506558,ControlLowSimilarity
3,3.30281107707175,control,AM,wild_animals_1.jpg,manmade_food_2,0.995944610256812,ControlLowSimilarity
13,-0.537688181799555,primed,AM,clothes_6.jpg,clothes_2,0.792405340695293,PrimedMidSimilarity
13,0.159442836964951,primed,AM,clothes_1.jpg,clothes_2,0.795672755446721,PrimedLowSimilarity
13,-0.189122672417302,primed,AM,clothes_3.jpg,clothes_2,0.72580366139632,PrimedHighSimilarity
13,0.508008346347204,primed,AM,clothes_3.jpg,clothes_2,0.72580366139632,PrimedHighSimilarity
13,0.159442836964951,primed,AM,clothes_8.jpg,clothes_2,0.816337635148407,PrimedLowSimilarity
13,-0.537688181799555,control,AM,flowers_1.jpg,clothes_2,0.867344090926668,ControlHighSimilarity
13,0.159442836964951,control,AM,wild_animals_6.jpg,clothes_2,0.939964183108529,ControlLowSimilarity
13,-0.537688181799555,control,AM,furniture_3.jpg,clothes_2,0.868999416935128,ControlHighSimilarity
13,0.856573855729458,control,AM,instruments_9.jpg,clothes_2,0.887248439191426,ControlMidSimilarity
13,-0.189122672417302,control,AM,insects_1.jpg,clothes_2,0.919071106374864,ControlLowSimilarity
17,2.68653635390858,primed,AM,manmade_food_6.jpg,manmade_food_8,0.747383276393797,PrimedLowSimilarity
17,0.840182436211476,primed,AM,manmade_food_10.jpg,manmade_food_8,0.672559103846052,PrimedMidSimilarity
17,0.470911652672054,primed,AM,manmade_food_6.jpg,manmade_food_8,0.747383276393797,PrimedLowSimilarity
17,0.840182436211476,primed,AM,manmade_food_5.jpg,manmade_food_8,0.451804260456033,PrimedHighSimilarity
17,2.31726557036916,primed,AM,manmade_food_1.jpg,manmade_food_8,0.657578766522235,PrimedHighSimilarity
17,0.101640869132633,control,AM,furniture_3.jpg,manmade_food_8,0.940196639834119,ControlHighSimilarity
17,0.840182436211476,control,AM,fruit_7.jpg,manmade_food_8,0.894274106078676,ControlHighSimilarity
17,3.055807137448,control,AM,computer_8.jpg,manmade_food_8,0.980600504042912,ControlLowSimilarity
17,1.57872400329032,control,AM,instruments_2.jpg,manmade_food_8,0.971965421733588,ControlMidSimilarity
17,1.94799478682974,control,AM,wild_animals_4.jpg,manmade_food_8,1.00656866020146,ControlLowSimilarity
22,6.2752954885871,primed,AM,clothes_4.jpg,clothes_6,0.725316340825909,PrimedHighSimilarity
22,14.8838502505198,primed,AM,clothes_5.jpg,clothes_6,0.777376515048289,PrimedHighSimilarity
22,4.12315679810392,primed,AM,clothes_3.jpg,clothes_6,0.797029267116611,PrimedMidSimilarity
22,4.12315679810392,primed,AM,clothes_1.jpg,clothes_6,0.815088632947158,PrimedLowSimilarity
22,4.12315679810392,primed,AM,clothes_9.jpg,clothes_6,0.823879280669009,PrimedLowSimilarity
22,8.42743417907028,control,AM,furniture_10.jpg,clothes_6,0.857637517635969,ControlHighSimilarity
22,9.50350352431187,control,AM,manmade_food_4.jpg,clothes_6,0.900024769130195,ControlHighSimilarity
22,5.19922614334551,control,AM,wild_animals_1.jpg,clothes_6,0.980754680373141,ControlLowSimilarity
22,4.12315679810392,control,AM,manmade_food_4.jpg,clothes_6,0.900024769130195,ControlMidSimilarity
22,5.19922614334551,control,AM,instruments_8.jpg,clothes_6,0.925371668864892,ControlLowSimilarity
75,1.57153204638773,primed,AM,wild_animals_3.jpg,wild_animals_4,0.824731676001431,PrimedLowSimilarity
75,1.02439403644233,primed,AM,wild_animals_9.jpg,wild_animals_4,0.759885237356871,PrimedHighSimilarity
75,-0.0698819834484722,primed,AM,wild_animals_7.jpg,wild_animals_4,0.817802352814701,PrimedMidSimilarity
75,-0.0698819834484722,primed,AM,wild_animals_5.jpg,wild_animals_4,0.849565120458849,PrimedLowSimilarity
75,0.203687021524229,primed,AM,wild_animals_1.jpg,wild_animals_4,0.764230974198847,PrimedHighSimilarity
75,1.29796304141503,control,AM,instruments_6.jpg,wild_animals_4,0.955809398901577,ControlLowSimilarity
75,0.75082503146963,control,AM,clothes_2.jpg,wild_animals_4,0.95722910702679,ControlLowSimilarity
75,-0.890588998366575,control,AM,insects_3.jpg,wild_animals_4,0.915008651910367,ControlHighSimilarity
75,0.477256026496929,control,AM,computer_1.jpg,wild_animals_4,0.927606275641969,ControlMidSimilarity
75,-0.0698819834484722,control,AM,birds_3.jpg,wild_animals_4,0.872373258373732,ControlHighSimilarity
80,0.644781346992911,primed,AM,furniture_9.jpg,furniture_7,0.754867360080075,PrimedHighSimilarity
80,-0.968236718882683,primed,AM,furniture_3.jpg,furniture_7,0.75344273729505,PrimedHighSimilarity
80,-0.430564030257485,primed,AM,furniture_6.jpg,furniture_7,0.788579539406622,PrimedLowSimilarity
80,0.107108658367713,primed,AM,furniture_9.jpg,furniture_7,0.754867360080075,PrimedMidSimilarity
80,0.752315884717951,primed,AM,furniture_2.jpg,furniture_7,0.817398296359719,PrimedLowSimilarity
80,2.04273033741843,control,AM,manmade_food_5.jpg,furniture_7,0.943405833193837,ControlMidSimilarity
80,0.752315884717951,control,AM,insects_1.jpg,furniture_7,1.01066178543154,ControlLowSimilarity
80,0.322177733817792,control,AM,computer_6.jpg,furniture_7,0.871343218083774,ControlHighSimilarity
80,1.50505764879323,control,AM,insects_1.jpg,furniture_7,1.01066178543154,ControlLowSimilarity
80,1.72012672424331,control,AM,flowers_9.jpg,furniture_7,0.92099993793848,ControlHighSimilarity
85,4.01034462334648,primed,AM,fruit_1.jpg,fruit_6,0.780845371154444,PrimedHighSimilarity
85,1.81616907102798,primed,AM,fruit_5.jpg,fruit_6,0.828940940052809,PrimedLowSimilarity
85,1.81616907102798,primed,AM,fruit_8.jpg,fruit_6,0.749252914114007,PrimedHighSimilarity
85,1.08477722025515,primed,AM,fruit_10.jpg,fruit_6,0.828195685134223,PrimedMidSimilarity
85,4.74173647411931,primed,AM,fruit_5.jpg,fruit_6,0.828940940052809,PrimedLowSimilarity
85,4.01034462334648,control,AM,flowers_5.jpg,fruit_6,0.8570874472056,ControlHighSimilarity
85,6.20452017566497,control,AM,furniture_4.jpg,fruit_6,0.902561858405704,ControlHighSimilarity
85,0.353385369482319,control,AM,wild_animals_4.jpg,fruit_6,0.977114246986602,ControlLowSimilarity
85,1.81616907102798,control,AM,wild_animals_9.jpg,fruit_6,0.949359967892443,ControlMidSimilarity
85,1.08477722025515,control,AM,birds_1.jpg,fruit_6,0.962959124509472,ControlLowSimilarity
267,1.11158070340113,primed,AM,manmade_food_2.jpg,manmade_food_3,0.732862992901767,PrimedMidSimilarity
267,0.393744059900401,primed,AM,manmade_food_2.jpg,manmade_food_3,0.732862992901767,PrimedLowSimilarity
267,1.11158070340113,primed,AM,manmade_food_7.jpg,manmade_food_3,0.764454854228332,PrimedLowSimilarity
267,1.4704990251515,primed,AM,manmade_food_10.jpg,manmade_food_3,0.654709172350435,PrimedHighSimilarity
267,0.0348257381500355,primed,AM,manmade_food_10.jpg,manmade_food_3,0.654709172350435,PrimedHighSimilarity
267,1.4704990251515,control,AM,flowers_9.jpg,manmade_food_3,0.857135555070881,ControlHighSimilarity
267,0.0348257381500355,control,AM,furniture_8.jpg,manmade_food_3,0.919897047217357,ControlLowSimilarity
267,0.393744059900401,control,AM,clothes_7.jpg,manmade_food_3,0.870164712890887,ControlMidSimilarity
267,1.4704990251515,control,AM,flowers_4.jpg,manmade_food_3,0.904608127537282,ControlLowSimilarity
267,0.0348257381500355,control,AM,furniture_4.jpg,manmade_food_3,0.857400463583048,ControlHighSimilarity
271,0.463411808584233,primed,AM,manmade_food_5.jpg,manmade_food_6,0.652283440920094,PrimedHighSimilarity
271,1.74455941808261,primed,AM,manmade_food_4.jpg,manmade_food_6,0.662599257111931,PrimedLowSimilarity
271,0.890461011750359,primed,AM,manmade_food_2.jpg,manmade_food_6,0.726354191726214,PrimedLowSimilarity
271,2.17160862124874,primed,AM,manmade_food_5.jpg,manmade_food_6,0.652283440920094,PrimedHighSimilarity
271,-0.390686597748021,primed,AM,manmade_food_5.jpg,manmade_food_6,0.652283440920094,PrimedMidSimilarity
271,2.17160862124874,control,AM,furniture_10.jpg,manmade_food_6,0.85998623331713,ControlHighSimilarity
271,3.45275623074712,control,AM,fruit_4.jpg,manmade_food_6,0.823064475409363,ControlHighSimilarity
271,1.31751021491649,control,AM,wild_animals_7.jpg,manmade_food_6,0.957115695943677,ControlLowSimilarity
271,1.74455941808261,control,AM,insects_6.jpg,manmade_food_6,0.924110012909001,ControlLowSimilarity
271,0.890461011750359,control,AM,insects_5.jpg,manmade_food_6,0.912832946990926,ControlMidSimilarity
272,4.29026665137186,primed,AM,manmade_food_6.jpg,manmade_food_1,0.655491251691898,PrimedLowSimilarity
272,6.54712567110392,primed,AM,manmade_food_9.jpg,manmade_food_1,0.652323975173297,PrimedLowSimilarity
272,2.03340763163979,primed,AM,manmade_food_3.jpg,manmade_food_1,0.649897164580402,PrimedHighSimilarity
272,2.03340763163979,primed,AM,manmade_food_3.jpg,manmade_food_1,0.649897164580402,PrimedMidSimilarity
272,5.41869616123789,primed,AM,manmade_food_4.jpg,manmade_food_1,0.63519298878701,PrimedHighSimilarity
272,6.54712567110392,control,AM,wild_animals_7.jpg,manmade_food_1,0.975941208687566,ControlLowSimilarity
272,2.03340763163979,control,AM,clothes_5.jpg,manmade_food_1,0.84982892008794,ControlHighSimilarity
272,5.41869616123789,control,AM,clothes_6.jpg,manmade_food_1,0.910050304935965,ControlLowSimilarity
272,3.16183714150582,control,AM,instruments_7.jpg,manmade_food_1,0.876328553619175,ControlHighSimilarity
272,4.29026665137186,control,AM,computer_6.jpg,manmade_food_1,0.904160713345626,ControlMidSimilarity
314,1.49108063172161,primed,AM,wild_animals_6.jpg,wild_animals_5,0.784952095146171,PrimedHighSimilarity
314,0.460285670709408,primed,AM,wild_animals_6.jpg,wild_animals_5,0.784952095146171,PrimedMidSimilarity
314,1.49108063172161,primed,AM,wild_animals_10.jpg,wild_animals_5,0.714864738538861,PrimedHighSimilarity
314,0.460285670709408,primed,AM,wild_animals_1.jpg,wild_animals_5,0.844427465648073,PrimedLowSimilarity
314,0.460285670709408,primed,AM,wild_animals_1.jpg,wild_animals_5,0.844427465648073,PrimedLowSimilarity
314,2.52187559273381,control,AM,birds_2.jpg,wild_animals_5,0.892788939344693,ControlHighSimilarity
314,-0.570509290302792,control,AM,insects_3.jpg,wild_animals_5,0.927914987026278,ControlLowSimilarity
314,1.49108063172161,control,AM,furniture_8.jpg,wild_animals_5,0.943058514934854,ControlLowSimilarity
314,2.00647811222771,control,AM,fruit_3.jpg,wild_animals_5,0.921948919559165,ControlMidSimilarity
314,1.49108063172161,control,AM,insects_6.jpg,wild_animals_5,0.892636344432863,ControlHighSimilarity
319,2.210626162307,primed,AM,manmade_food_6.jpg,manmade_food_3,0.619175455097297,PrimedHighSimilarity
319,2.57961185457771,primed,AM,manmade_food_8.jpg,manmade_food_3,0.771819568661524,PrimedLowSimilarity
319,0.181204854818091,primed,AM,manmade_food_4.jpg,manmade_food_3,0.715564403646539,PrimedHighSimilarity
319,-0.372273683587974,primed,AM,manmade_food_4.jpg,manmade_food_3,0.715564403646539,PrimedMidSimilarity
319,0.550190547088802,primed,AM,manmade_food_2.jpg,manmade_food_3,0.732862992901767,PrimedLowSimilarity
319,0.181204854818091,control,AM,insects_8.jpg,manmade_food_3,0.96614160936894,ControlLowSimilarity
319,0.365697700953447,control,AM,fruit_1.jpg,manmade_food_3,0.816749366311508,ControlHighSimilarity
319,0.181204854818091,control,AM,wild_animals_3.jpg,manmade_food_3,0.939790168115881,ControlLowSimilarity
319,-0.187780837452619,control,AM,flowers_9.jpg,manmade_food_3,0.857135555070881,ControlHighSimilarity
319,-0.00328799131726376,control,AM,clothes_2.jpg,manmade_food_3,0.916970107746084,ControlMidSimilarity
383,2.73197271968012,primed,AM,manmade_food_6.jpg,manmade_food_3,0.619175455097297,PrimedHighSimilarity
383,0.884232241860752,primed,AM,manmade_food_8.jpg,manmade_food_3,0.771819568661524,PrimedLowSimilarity
383,1.80810248077043,primed,AM,manmade_food_4.jpg,manmade_food_3,0.715564403646539,PrimedHighSimilarity
383,0.576275495557525,primed,AM,manmade_food_4.jpg,manmade_food_3,0.715564403646539,PrimedMidSimilarity
383,0.422297122405911,primed,AM,manmade_food_2.jpg,manmade_food_3,0.732862992901767,PrimedLowSimilarity
383,1.34616736131559,control,AM,insects_8.jpg,manmade_food_3,0.96614160936894,ControlLowSimilarity
383,2.5779943465285,control,AM,fruit_1.jpg,manmade_food_3,0.816749366311508,ControlHighSimilarity
383,3.34788621228657,control,AM,wild_animals_3.jpg,manmade_food_3,0.939790168115881,ControlLowSimilarity
383,1.19218898816398,control,AM,flowers_9.jpg,manmade_food_3,0.857135555070881,ControlHighSimilarity
383,1.96208085392205,control,AM,clothes_2.jpg,manmade_food_3,0.916970107746084,ControlMidSimilarity
386,1.45687993121818,primed,AM,manmade_food_1.jpg,manmade_food_7,0.682527643019107,PrimedHighSimilarity
386,1.80269631912191,primed,AM,manmade_food_1.jpg,manmade_food_7,0.682527643019107,PrimedMidSimilarity
386,2.49432909492936,primed,AM,manmade_food_1.jpg,manmade_food_7,0.682527643019107,PrimedLowSimilarity
386,0.938155349362589,primed,AM,manmade_food_8.jpg,manmade_food_7,0.627034319920855,PrimedHighSimilarity
386,-0.445110202252323,primed,AM,manmade_food_3.jpg,manmade_food_7,0.764454854228332,PrimedLowSimilarity
386,0.765247155410725,control,AM,clothes_3.jpg,manmade_food_7,0.936565080936964,ControlHighSimilarity
386,0.0736143796032689,control,AM,birds_7.jpg,manmade_food_7,0.945951129537818,ControlMidSimilarity
386,-0.445110202252323,control,AM,instruments_9.jpg,manmade_food_7,0.957296167228815,ControlLowSimilarity
386,1.28397173726632,control,AM,insects_4.jpg,manmade_food_7,1.008018031251,ControlLowSimilarity
386,0.419430767506997,control,AM,flowers_7.jpg,manmade_food_7,0.848909265770888,ControlHighSimilarity
390,2.09917082866268,primed,AM,manmade_food_1.jpg,manmade_food_7,0.682527643019107,PrimedHighSimilarity
390,2.33680393076414,primed,AM,manmade_food_1.jpg,manmade_food_7,0.682527643019107,PrimedMidSimilarity
390,4.23786874757589,primed,AM,manmade_food_1.jpg,manmade_food_7,0.682527643019107,PrimedLowSimilarity
390,-0.0395270902505413,primed,AM,manmade_food_8.jpg,manmade_food_7,0.627034319920855,PrimedHighSimilarity
390,-0.990059498656416,primed,AM,manmade_food_3.jpg,manmade_food_7,0.764454854228332,PrimedLowSimilarity
390,1.1486384202568,control,AM,clothes_3.jpg,manmade_food_7,0.936565080936964,ControlHighSimilarity
390,2.57443703286561,control,AM,birds_7.jpg,manmade_food_7,0.945951129537818,ControlMidSimilarity
390,1.38627152235827,control,AM,instruments_9.jpg,manmade_food_7,0.957296167228815,ControlLowSimilarity
390,1.1486384202568,control,AM,insects_4.jpg,manmade_food_7,1.008018031251,ControlLowSimilarity
390,0.198106011850927,control,AM,flowers_7.jpg,manmade_food_7,0.848909265770888,ControlHighSimilarity
395,-0.241808925815872,primed,AM,fruit_5.jpg,fruit_2,0.860687970427462,PrimedLowSimilarity
395,10.8594190320946,primed,AM,fruit_6.jpg,fruit_2,0.709601035749564,PrimedHighSimilarity
395,3.45860039348762,primed,AM,fruit_9.jpg,fruit_2,0.765120330581704,PrimedMidSimilarity
395,-0.241808925815872,primed,AM,fruit_5.jpg,fruit_2,0.860687970427462,PrimedLowSimilarity
395,5.30880505313937,primed,AM,fruit_1.jpg,fruit_2,0.757682289881499,PrimedHighSimilarity
395,7.15900971279111,control,AM,instruments_10.jpg,fruit_2,0.896938419039231,ControlHighSimilarity
395,1.60839573383587,control,AM,furniture_9.jpg,fruit_2,0.939167905082561,ControlLowSimilarity
395,5.30880505313937,control,AM,computer_2.jpg,fruit_2,0.968768228599532,ControlLowSimilarity
395,7.15900971279111,control,AM,instruments_5.jpg,fruit_2,0.919344395404969,ControlHighSimilarity
395,-0.241808925815872,control,AM,birds_3.jpg,fruit_2,0.929836209099815,ControlMidSimilarity
397,1.28476666232115,primed,AM,flowers_3.jpg,flowers_8,0.816616510919852,PrimedHighSimilarity
397,1.01994741151617,primed,AM,flowers_7.jpg,flowers_8,0.786186051616239,PrimedHighSimilarity
397,1.28476666232115,primed,AM,flowers_6.jpg,flowers_8,0.850373357092868,PrimedMidSimilarity
397,-0.304148842508679,primed,AM,flowers_6.jpg,flowers_8,0.850373357092868,PrimedLowSimilarity
397,-0.304148842508679,primed,AM,flowers_6.jpg,flowers_8,0.850373357092868,PrimedLowSimilarity
397,1.01994741151617,control,AM,furniture_4.jpg,flowers_8,0.934669493206721,ControlHighSimilarity
397,-0.833787344118621,control,AM,instruments_8.jpg,flowers_8,0.969604925511513,ControlLowSimilarity
397,0.490308909906233,control,AM,clothes_9.jpg,flowers_8,0.936190306052354,ControlMidSimilarity
397,0.755128160711204,control,AM,fruit_1.jpg,flowers_8,0.86235895352963,ControlHighSimilarity
397,-0.833787344118621,control,AM,wild_animals_5.jpg,flowers_8,0.954902336376084,ControlLowSimilarity
422,8.25632312124733,primed,AM,insects_7.jpg,insects_3,0.80885198882877,PrimedLowSimilarity
422,1.32522068569707,primed,AM,insects_10.jpg,insects_3,0.772870331318727,PrimedMidSimilarity
422,2.8654656713749,primed,AM,insects_2.jpg,insects_3,0.800887012977464,PrimedLowSimilarity
422,0.55509819285815,primed,AM,insects_4.jpg,insects_3,0.699831208997052,PrimedHighSimilarity
422,1.32522068569707,primed,AM,insects_1.jpg,insects_3,0.742547145890478,PrimedHighSimilarity
422,2.8654656713749,control,AM,clothes_7.jpg,insects_3,0.887979958796723,ControlHighSimilarity
422,0.55509819285815,control,AM,fruit_8.jpg,insects_3,0.94359713073599,ControlMidSimilarity
422,0.55509819285815,control,AM,birds_2.jpg,insects_3,0.883978066177266,ControlHighSimilarity
422,2.8654656713749,control,AM,manmade_food_4.jpg,insects_3,0.944529905606541,ControlLowSimilarity
422,3.63558816421382,control,AM,instruments_6.jpg,insects_3,0.975812741006709,ControlLowSimilarity
423,-0.363471490616203,primed,AM,wild_animals_7.jpg,wild_animals_4,0.817802352814701,PrimedHighSimilarity
423,0.755754745732471,primed,AM,wild_animals_1.jpg,wild_animals_4,0.764230974198847,PrimedHighSimilarity
423,0.755754745732471,primed,AM,wild_animals_2.jpg,wild_animals_4,0.899583776490467,PrimedLowSimilarity
423,1.87498098208115,primed,AM,wild_animals_8.jpg,wild_animals_4,0.876884913956345,PrimedLowSimilarity
423,1.87498098208115,primed,AM,wild_animals_7.jpg,wild_animals_4,0.817802352814701,PrimedMidSimilarity
423,0.755754745732471,control,AM,clothes_4.jpg,wild_animals_4,0.899023099624629,ControlHighSimilarity
423,5.23265969112717,control,AM,insects_5.jpg,wild_animals_4,0.942269286453753,ControlLowSimilarity
423,1.87498098208115,control,AM,flowers_1.jpg,wild_animals_4,0.93857028559643,ControlMidSimilarity
423,2.99420721842982,control,AM,birds_1.jpg,wild_animals_4,0.915639191422637,ControlHighSimilarity
423,4.1134334547785,control,AM,clothes_1.jpg,wild_animals_4,0.952723515077601,ControlLowSimilarity
512,1.15091088716634,primed,AM,computer_8.jpg,computer_2,0.852580781384683,PrimedHighSimilarity
512,0.635196603209817,primed,AM,computer_5.jpg,computer_2,0.864970496348273,PrimedMidSimilarity
512,-0.39623196470323,primed,AM,computer_9.jpg,computer_2,0.879274729470868,PrimedLowSimilarity
512,-0.39623196470323,primed,AM,computer_3.jpg,computer_2,0.877741412395161,PrimedLowSimilarity
512,1.15091088716634,primed,AM,computer_4.jpg,computer_2,0.801933592862733,PrimedHighSimilarity
512,0.893053745188079,control,AM,furniture_5.jpg,computer_2,0.890952432678098,ControlHighSimilarity
512,-0.39623196470323,control,AM,furniture_1.jpg,computer_2,0.899772852208618,ControlMidSimilarity
512,0.119482319253294,control,AM,clothes_10.jpg,computer_2,0.896168433808427,ControlHighSimilarity
512,-0.39623196470323,control,AM,clothes_3.jpg,computer_2,0.910300235068323,ControlLowSimilarity
512,0.635196603209817,control,AM,wild_animals_2.jpg,computer_2,0.927561058396592,ControlLowSimilarity
524,2.56991607952671,primed,AM,manmade_food_8.jpg,manmade_food_5,0.451804260456033,PrimedHighSimilarity
524,0.703462167502277,primed,AM,manmade_food_8.jpg,manmade_food_5,0.451804260456033,PrimedHighSimilarity
524,1.01453781950635,primed,AM,manmade_food_8.jpg,manmade_food_5,0.451804260456033,PrimedMidSimilarity
524,0.0813108634941335,primed,AM,manmade_food_2.jpg,manmade_food_5,0.687894066669698,PrimedLowSimilarity
524,0.392386515498205,primed,AM,manmade_food_4.jpg,manmade_food_5,0.519171391605757,PrimedLowSimilarity
524,0.392386515498205,control,AM,birds_6.jpg,manmade_food_5,0.942391745066374,ControlMidSimilarity
524,-0.229764788509938,control,AM,fruit_1.jpg,manmade_food_5,0.771253664092136,ControlHighSimilarity
524,-0.851916092518081,control,AM,wild_animals_10.jpg,manmade_food_5,0.96957632744532,ControlLowSimilarity
524,0.703462167502277,control,AM,birds_5.jpg,manmade_food_5,0.98243553080115,ControlLowSimilarity
524,3.19206738353485,control,AM,clothes_1.jpg,manmade_food_5,0.906115710561831,ControlHighSimilarity
627,0.500963637282571,primed,AM,insects_7.jpg,insects_5,0.801793207274315,PrimedHighSimilarity
627,0.248733690295833,primed,AM,insects_10.jpg,insects_5,0.802881377224552,PrimedLowSimilarity
627,0.248733690295833,primed,AM,insects_7.jpg,insects_5,0.801793207274315,PrimedMidSimilarity
627,0.500963637282571,primed,AM,insects_2.jpg,insects_5,0.801577517148216,PrimedHighSimilarity
627,-0.507956150664382,primed,AM,insects_3.jpg,insects_5,0.829451478120431,PrimedLowSimilarity
627,-0.00349625669090529,control,AM,flowers_8.jpg,insects_5,0.961691664384385,ControlLowSimilarity
627,0.75319358426931,control,AM,computer_4.jpg,insects_5,1.01027736292416,ControlLowSimilarity
627,-0.507956150664382,control,AM,birds_6.jpg,insects_5,0.8841862831956,ControlHighSimilarity
627,3.27549305413669,control,AM,birds_2.jpg,insects_5,0.902377153505559,ControlHighSimilarity
627,-0.00349625669090529,control,AM,manmade_food_4.jpg,insects_5,0.920107763090485,ControlMidSimilarity
665,1.84375665567722,primed,AM,fruit_1.jpg,fruit_6,0.780845371154444,PrimedMidSimilarity
665,1.22549828176155,primed,AM,fruit_8.jpg,fruit_6,0.749252914114007,PrimedHighSimilarity
665,0.916369094803719,primed,AM,fruit_5.jpg,fruit_6,0.828940940052809,PrimedLowSimilarity
665,0.607239907845885,primed,AM,fruit_9.jpg,fruit_6,0.581495994561423,PrimedHighSimilarity
665,1.53462746871939,primed,AM,fruit_7.jpg,fruit_6,0.807210394485275,PrimedLowSimilarity
665,3.69853177742423,control,AM,insects_6.jpg,fruit_6,0.861513525549491,ControlHighSimilarity
665,3.08027340350856,control,AM,furniture_9.jpg,fruit_6,0.971852649530858,ControlLowSimilarity
665,-0.0110184660697842,control,AM,computer_5.jpg,fruit_6,0.935221213034509,ControlMidSimilarity
665,0.916369094803719,control,AM,furniture_7.jpg,fruit_6,0.962209553868172,ControlLowSimilarity
665,1.84375665567722,control,AM,birds_10.jpg,fruit_6,0.911263637179363,ControlHighSimilarity
671,1.27774150121972,primed,AM,fruit_2.jpg,fruit_1,0.757682289881499,PrimedHighSimilarity
671,-0.603938571050389,primed,AM,fruit_4.jpg,fruit_1,0.703182296819409,PrimedHighSimilarity
671,0.49370813777384,primed,AM,fruit_6.jpg,fruit_1,0.780845371154444,PrimedLowSimilarity
671,1.59135484659807,primed,AM,fruit_8.jpg,fruit_1,0.760474596652366,PrimedMidSimilarity
671,0.49370813777384,primed,AM,fruit_9.jpg,fruit_1,0.794185281210156,PrimedLowSimilarity
671,-0.133518552982862,control,AM,clothes_8.jpg,fruit_1,0.932524383238144,ControlLowSimilarity
671,1.74816151928725,control,AM,flowers_9.jpg,fruit_1,0.928683880712466,ControlLowSimilarity
671,1.12093482853054,control,AM,manmade_food_7.jpg,fruit_1,0.797938238668151,ControlHighSimilarity
671,0.650514810463016,control,AM,insects_6.jpg,fruit_1,0.92491489273546,ControlMidSimilarity
671,1.27774150121972,control,AM,furniture_4.jpg,fruit_1,0.907077787602558,ControlHighSimilarity
673,0.50423823173929,primed,AM,wild_animals_6.jpg,wild_animals_5,0.784952095146171,PrimedHighSimilarity
673,2.48844841637572,primed,AM,wild_animals_6.jpg,wild_animals_5,0.784952095146171,PrimedMidSimilarity
673,0.724706030032227,primed,AM,wild_animals_10.jpg,wild_animals_5,0.714864738538861,PrimedHighSimilarity
673,0.724706030032227,primed,AM,wild_animals_1.jpg,wild_animals_5,0.844427465648073,PrimedLowSimilarity
673,1.38610942491104,primed,AM,wild_animals_1.jpg,wild_animals_5,0.844427465648073,PrimedLowSimilarity
673,0.50423823173929,control,AM,birds_2.jpg,wild_animals_5,0.892788939344693,ControlHighSimilarity
673,0.0633026351534174,control,AM,insects_3.jpg,wild_animals_5,0.927914987026278,ControlLowSimilarity
673,-0.157165163139519,control,AM,furniture_8.jpg,wild_animals_5,0.943058514934854,ControlLowSimilarity
673,0.50423823173929,control,AM,fruit_3.jpg,wild_animals_5,0.921948919559165,ControlMidSimilarity
673,-0.377632961432455,control,AM,insects_6.jpg,wild_animals_5,0.892636344432863,ControlHighSimilarity
675,5.53673199393402,primed,AM,fruit_4.jpg,fruit_10,0.815300196536027,PrimedLowSimilarity
675,2.60073305420352,primed,AM,fruit_5.jpg,fruit_10,0.718557560032309,PrimedHighSimilarity
675,3.57939936744702,primed,AM,fruit_1.jpg,fruit_10,0.811295091888387,PrimedMidSimilarity
675,-0.335265885526981,primed,AM,fruit_6.jpg,fruit_10,0.828195685134223,PrimedLowSimilarity
675,5.53673199393402,primed,AM,fruit_5.jpg,fruit_10,0.718557560032309,PrimedHighSimilarity
675,9.45139724690802,control,AM,clothes_5.jpg,fruit_10,0.979688743061804,ControlMidSimilarity
675,8.47273093366452,control,AM,insects_10.jpg,fruit_10,0.990065283389522,ControlLowSimilarity
675,6.51539830717752,control,AM,manmade_food_3.jpg,fruit_10,0.871595450424796,ControlHighSimilarity
675,4.55806568069052,control,AM,flowers_8.jpg,fruit_10,0.935696544320266,ControlHighSimilarity
675,3.57939936744702,control,AM,birds_4.jpg,fruit_10,0.999115378997288,ControlLowSimilarity
697,1.04654478308303,primed,AM,manmade_food_4.jpg,manmade_food_6,0.662599257111931,PrimedLowSimilarity
697,1.22630842779627,primed,AM,manmade_food_4.jpg,manmade_food_6,0.662599257111931,PrimedLowSimilarity
697,0.507253848943307,primed,AM,manmade_food_1.jpg,manmade_food_6,0.655491251691898,PrimedHighSimilarity
697,-0.391564374622903,primed,AM,manmade_food_1.jpg,manmade_food_6,0.655491251691898,PrimedHighSimilarity
