fr,zfr,rank,condition,region,subject,sessid,unitId
8.88888888888889,0.677966101694915,2,control,AM,52,51,136
8.66666666666667,0.661016949152542,3,primed,AM,52,51,136
11.3333333333333,0.864406779661017,3,control,AM,52,51,136
14,1.06779661016949,4,primed,AM,52,51,136
5.33333333333333,0.406779661016949,4,control,AM,52,51,136
7.11111111111111,1,1,primed,AM,52,51,137
7.11111111111111,1,1,control,AM,52,51,137
6.44444444444444,0.90625,2,primed,AM,52,51,137
7.55555555555556,1.0625,2,control,AM,52,51,137
6,0.84375,3,primed,AM,52,51,137
6.44444444444444,0.90625,3,control,AM,52,51,137
6.66666666666667,0.9375,4,primed,AM,52,51,137
5.77777777777778,0.8125,4,control,AM,52,51,137
6.88888888888889,1,1,primed,AM,52,51,138
6.88888888888889,1,1,control,AM,52,51,138
5.11111111111111,0.741935483870968,2,primed,AM,52,51,138
8,1.16129032258065,2,control,AM,52,51,138
6.44444444444444,0.935483870967742,3,primed,AM,52,51,138
5.11111111111111,0.741935483870968,3,control,AM,52,51,138
7.11111111111111,1.03225806451613,4,primed,AM,52,51,138
4.22222222222222,0.612903225806452,4,control,AM,52,51,138
